No,Code,Company Name,Listing Date,Shares,Listing Board
597,PGJO,Tourindo Guide Indonesia Tbk.,08 Jan 2020,"765,259,095",Acceleration
598,AMAR,Bank Amar Indonesia Tbk.,09 Jan 2020,"18,197,283,760",Development
599,CSRA,Cisadane Sawit Raya Tbk.,09 Jan 2020,"2,050,000,000",Main
600,INDO,Royalindo Investa Wijaya Tbk.,13 Jan 2020,"4,382,841,253",Development
601,AMOR,Ashmore Asset Management Indonesia Tbk.,14 Jan 2020,"2,222,222,400",Development
602,TRIN,Perintis Triniti Properti Tbk.,15 Jan 2020,"4,551,457,155",Main
603,DMND,Diamond Food Indonesia Tbk.,22 Jan 2020,"9,468,359,000",Main
604,PURA,Putra Rajawali Kencana Tbk.,29 Jan 2020,"6,301,930,902",Watchlist
605,PTPW,Pratama Widya Tbk.,07 Feb 2020,"878,187,500",Development
606,TAMA,Lancartama Sejati Tbk.,10 Feb 2020,"1,200,000,696",Watchlist
607,IKAN,Era Mandiri Cemerlang Tbk.,12 Feb 2020,"833,333,000",Development
608,AYLS,Agro Yasa Lestari Tbk.,12 Feb 2020,"853,423,236",Development
609,DADA,Diamond Citra Propertindo Tbk.,14 Feb 2020,"7,431,530,800",Watchlist
610,ASPI,Andalan Sakti Primaindo Tbk.,17 Feb 2020,"681,823,317",Development
611,ESTA,Esta Multi Usaha Tbk.,09 Mar 2020,"2,425,354,179",Development
612,BESS,Batulicin Nusantara Maritim Tbk.,09 Mar 2020,"3,440,455,528",Development
613,AMAN,Makmur Berkah Amanda Tbk.,13 Mar 2020,"3,873,500,000",Development
614,CARE,Metro Healthcare Indonesia Tbk.,13 Mar 2020,"33,250,000,000",Development
615,SAMF,Saraswanti Anugerah Makmur Tbk.,31 Mar 2020,"5,125,000,000",Main
616,SBAT,Sejahtera Bintang Abadi Textile Tbk.,08 Apr 2020,"4,752,982,378",Watchlist
617,KBAG,Karya Bersama Anugerah Tbk.,08 Apr 2020,"7,150,002,603",Watchlist
618,CBMF,Cahaya Bintang Medan Tbk.,09 Apr 2020,"1,875,000,000",Watchlist
619,EPAC,Megalestari Epack Sentosaraya Tbk.,01 Jul 2020,"3,303,400,000",Watchlist
620,UANG,Pakuan Tbk.,06 Jul 2020,"1,210,000,000",Development
621,PGUN,Pradiksi Gunatama Tbk.,07 Jul 2020,"5,737,848,882",Main
622,SCNP,Selaras Citra Nusantara Perkasa Tbk.,07 Sep 2020,"2,500,000,000",Development
623,BBSI,Krom Bank Indonesia Tbk.,07 Sep 2020,"3,637,976,068",Development
624,KMDS,Kurniamitra Duta Sentosa Tbk.,07 Sep 2020,"800,000,000",Development
625,PURI,Puri Global Sukses Tbk.,08 Sep 2020,"1,000,000,000",Development
626,SOHO,Soho Global Health Tbk.,08 Sep 2020,"1,269,168,239",Watchlist
627,HOMI,Grand House Mulia Tbk.,10 Sep 2020,"1,575,000,000",Development
628,ROCK,Rockfields Properti Indonesia Tbk.,10 Sep 2020,"1,435,185,100",Watchlist
629,ENZO,Morenzo Abadi Perkasa Tbk.,14 Sep 2020,"2,162,547,122",Development
630,PLAN,Planet Properindo Jaya Tbk.,15 Sep 2020,"892,863,204",Acceleration
631,PTDU,Djasa Ubersakti Tbk.,08 Dec 2020,"1,500,000,000",Development
632,ATAP,Trimitra Prawara Goldland Tbk.,11 Dec 2020,"1,250,000,000",Development
633,VICI,Victoria Care Indonesia Tbk.,17 Dec 2020,"6,708,000,000",Main
634,PMMP,Panca Mitra Multiperdana Tbk.,18 Dec 2020,"2,353,000,000",Main
635,WIFI,Solusi Sinergi Digital Tbk.,30 Dec 2020,"2,255,321,388",Main
636,FAPA,FAP Agri Tbk.,04 Jan 2021,"3,629,411,800",Development
637,DCII,DCI Indonesia Tbk.,06 Jan 2021,"2,383,745,900",Development
638,KETR,Ketrosden Triasmitra Tbk.,11 Jan 2021,"2,841,262,838",Main
639,DGNS,Diagnos Laboratorium Utama Tbk.,15 Jan 2021,"1,250,000,000",Development
640,UFOE,Damai Sejahtera Abadi Tbk.,01 Feb 2021,"2,287,500,000",Development
641,BANK,Bank Aladin Syariah Tbk.,01 Feb 2021,"14,509,073,440",Development
642,WMUU,Widodo Makmur Unggas Tbk.,02 Feb 2021,"12,941,176,500",Main
643,EDGE,Indointernet Tbk.,08 Feb 2021,"404,050,000",Development
644,UNIQ,Ulima Nitra Tbk.,08 Mar 2021,"3,138,983,000",Watchlist
645,BEBS,Berkah Beton Sadaya Tbk.,10 Mar 2021,"45,000,000,000",Development
646,SNLK,Sunter Lakeside Hotel Tbk.,29 Mar 2021,"450,000,000",Development
647,ZYRX,Zyrexindo Mandiri Buana Tbk.,30 Mar 2021,"1,333,334,556",Development
648,LFLO,Imago Mulia Persada Tbk.,07 Apr 2021,"1,307,734,937",Acceleration
649,FIMP,Fimperkasa Utama Tbk.,09 Apr 2021,"400,000,975",Acceleration
650,TAPG,Triputra Agro Persada Tbk.,12 Apr 2021,"19,852,540,000",Main
651,NPGF,Nusa Palapa Gemilang Tbk.,14 Apr 2021,"3,240,235,840",Main
652,LUCY,Lima Dua Lima Tiga Tbk.,05 May 2021,"1,074,688,043",Acceleration
653,ADCP,Adhi Commuter Properti Tbk.,21 May 2021,"22,222,222,200",Main
654,HOPE,Harapan Duta Pertiwi Tbk.,24 May 2021,"2,130,360,201",Watchlist
655,MGLV,Panca Anugrah Wisesa Tbk.,08 Jun 2021,"1,904,883,411",Acceleration
656,NICL,PAM Mineral Tbk.,09 Jul 2021,"10,635,644,907",Development
657,UVCR,Trimegah Karya Pratama Tbk.,27 Jul 2021,"2,000,144,838",Acceleration
658,BUKA,Bukalapak.com Tbk.,06 Agt 2021,"103,080,325,417",New Economy
659,HAIS,Hasnur Internasional Shipping Tbk.,01 Sep 2021,"2,626,250,000",Main
660,OILS,Indo Oil Perkasa Tbk.,06 Sep 2021,"454,056,563",Development
661,GPSO,Geoprima Solusi Tbk.,06 Sep 2021,"666,741,103",Development
662,KUAS,Ace Oldfields Tbk.,25 Oct 2021,"1,292,808,150",Development
663,BOBA,Formosa Ingredient Factory Tbk.,01 Nov 2021,"1,155,750,000",Development
664,MTEL,Dayamitra Telekomunikasi Tbk.,22 Nov 2021,"83,527,491,944",Main
665,DEPO,Caturkarda Depo Bangunan Tbk.,25 Nov 2021,"6,790,000,000",Main
666,BINO,Perma Plasindo Tbk.,25 Nov 2021,"2,175,017,055",Development
667,CMRY,Cisarua Mountain Dairy Tbk.,06 Dec 2021,"7,934,683,000",Main
668,WGSH,Wira Global Solusi Tbk.,06 Dec 2021,"1,042,500,000",Acceleration
669,TAYS,Jaya Swarasa Agung Tbk.,06 Dec 2021,"1,098,920,000",Development
670,WMPP,Widodo Makmur Perkasa Tbk.,06 Dec 2021,"29,419,000,000",Main
671,RMKE,RMK Energy Tbk.,07 Dec 2021,"4,375,000,000",Main
672,OBMD,OBM Drilchem Tbk.,08 Dec 2021,"805,992,931",Development
673,AVIA,Avia Avian Tbk.,08 Dec 2021,"61,953,555,600",Main
674,IPPE,Indo Pureco Pratama Tbk.,09 Dec 2021,"4,600,000,000",Development
675,NASI,Wahana Inti Makmur Tbk.,13 Dec 2021,"807,400,000",Development
676,BSML,Bintang Samudera Mandiri Lines Tbk.,16 Dec 2021,"1,850,225,000",Development
677,DRMA,Dharma Polimetal Tbk.,20 Dec 2021,"4,705,882,300",Main
678,ADMR,Adaro Minerals Indonesia Tbk.,03 Jan 2022,"40,882,331,500",Development
679,SEMA,Semacom Integrated Tbk.,10 Jan 2022,"1,347,258,842",Development
680,ASLC,Autopedia Sukses Lestari Tbk.,25 Jan 2022,"12,746,354,780",Development
681,NETV,Net Visi Media Tbk.,26 Jan 2022,"23,453,177,240",Watchlist
682,BAUT,Mitra Angkasa Sejahtera Tbk.,28 Jan 2022,"4,800,068,413",Watchlist
683,ENAK,Champ Resto Indonesia Tbk.,08 Feb 2022,"2,166,666,800",Development
684,NTBK,Nusatama Berkah Tbk.,09 Feb 2022,"2,700,064,877",Watchlist
685,SMKM,Sumber Mas Konstruksi Tbk.,09 Mar 2022,"1,253,000,000",Acceleration
686,STAA,Sumber Tani Agung Resources Tbk.,10 Mar 2022,"10,903,372,600",Main
687,NANO,Nanotech Indonesia Global Tbk.,10 Mar 2022,"4,285,201,561",Acceleration
688,BIKE,Sepeda Bersama Indonesia Tbk.,21 Mar 2022,"1,293,365,769",Development
689,WIRG,WIR ASIA Tbk.,04 Apr 2022,"11,930,542,966",Development
690,SICO,Sigma Energy Compressindo Tbk.,08 Apr 2022,"910,045,081",Development
691,GOTO,GoTo Gojek Tokopedia Tbk.,11 Apr 2022,"1,184,363,929,502",New Economy
692,TLDN,Teladan Prima Agro Tbk.,12 Apr 2022,"12,946,530,200",Main
693,MTMH,Murni Sadar Tbk.,20 Apr 2022,"2,068,526,950",Main
694,WINR,Winner Nusantara Jaya Tbk.,25 Apr 2022,"5,235,255,325",Watchlist
695,IBOS,Indo Boga Sukses Tbk.,25 Apr 2022,"8,038,574,239",Acceleration
696,OLIV,Oscar Mitra Sukses Sejahtera Tbk.,17 May 2022,"1,900,073,314",Acceleration
697,ASHA,Cilacap Samudera Fishing Industry Tbk.,27 May 2022,"5,000,000,000",Development
698,SWID,Saraswanti Indoland Development Tbk.,07 Jul 2022,"5,385,004,601",Development
699,TRGU,Cerestar Indonesia Tbk.,08 Jul 2022,"7,945,412,700",Development
700,ARKO,Arkora Hydro Tbk.,08 Jul 2022,"2,928,495,000",Development
701,CHEM,Chemstar Indonesia Tbk.,08 Jul 2022,"1,700,014,594",Development
702,AMMS,Agung Menjangan Mas Tbk.,04 Agt 2022,"1,200,040,235",Acceleration
703,RAFI,Sari Kreasi Boga Tbk.,05 Agt 2022,"3,128,140,475",Development
704,KKES,Kusuma Kemindo Sentosa Tbk.,08 Agt 2022,"1,500,000,000",Development
705,ELPI,Pelayaran Nasional Ekalya Purnamasari Tbk.,08 Agt 2022,"7,412,000,000",Main
706,EURO,Estee Gold Feet Tbk.,08 Agt 2022,"2,548,826,428",Acceleration
707,KLIN,Klinko Karya Imaji Tbk.,09 Agt 2022,"1,307,530,330",Acceleration
708,TOOL,Rohartindo Nusantara Luas Tbk.,09 Agt 2022,"2,050,011,490",Development
709,BUAH,Segar Kumala Indonesia Tbk.,09 Agt 2022,"1,000,000,000",Development
710,CRAB,Toba Surimi Industries Tbk.,10 Agt 2022,"1,950,000,000",Development
711,MEDS,Hetzer Medical Indonesia Tbk.,10 Agt 2022,"1,562,500,000",Development
712,COAL,Black Diamond Resources Tbk.,07 Sep 2022,"6,250,000,000",Development
713,PRAY,Famon Awal Bros Sedaya Tbk.,08 Nov 2022,"13,959,422,300",Development
714,CBUT,Citra Borneo Utama Tbk.,08 Nov 2022,"3,125,000,000",Main
715,BELI,Global Digital Niaga Tbk.,08 Nov 2022,"118,493,291,840",New Economy
716,MKTR,Menthobi Karyatama Raya Tbk.,08 Nov 2022,"12,000,116,301",Development
717,OMED,Jayamas Medica Industri Tbk.,08 Nov 2022,"27,058,850,000",Main
718,BSBK,Wulandari Bangun Laksana Tbk.,08 Nov 2022,"25,091,795,792",Main
719,PDPP,Primadaya Plastisindo Tbk.,09 Nov 2022,"2,500,000,000",Development
720,KDTN,Puri Sentul Permai Tbk.,09 Nov 2022,"1,250,013,166",Development
721,ZATA,Bersama Zatta Jaya Tbk.,10 Nov 2022,"8,496,000,000",Main
722,NINE,Techno9 Indonesia Tbk.,05 Dec 2022,"2,157,000,000",Acceleration
723,MMIX,Multi Medika Internasional Tbk.,06 Dec 2022,"2,400,084,498",Development
724,PADA,Personel Alih Daya Tbk.,08 Dec 2022,"3,150,000,000",Development
725,ISAP,Isra Presisi Indonesia Tbk.,09 Dec 2022,"4,020,040,267",Acceleration
726,VTNY,Venteny Fortuna International Tbk.,15 Dec 2022,"6,265,193,445",Development
727,SOUL,Mitra Tirta Buwana Tbk.,06 Jan 2023,"1,082,517,351",Acceleration
728,ELIT,Data Sinergitama Jaya Tbk.,06 Jan 2023,"2,031,490,450",Development
729,BEER,Jobubu Jarum Minahasa Tbk.,06 Jan 2023,"4,000,000,000",Development
730,CBPE,Citra Buana Prasida Tbk.,06 Jan 2023,"1,356,250,000",Development
731,SUNI,Sunindo Pratama Tbk.,09 Jan 2023,"2,500,000,000",Main
732,CBRE,Cakra Buana Resources Energi Tbk.,09 Jan 2023,"4,538,017,490",Development
733,WINE,Hatten Bali Tbk.,10 Jan 2023,"2,710,000,000",Development
734,BMBL,Lavender Bina Cendikia Tbk.,11 Jan 2023,"1,030,074,210",Acceleration
735,PEVE,Penta Valent Tbk.,24 Jan 2023,"1,765,625,000",Development
736,LAJU,Jasa Berdikari Logistics Tbk.,27 Jan 2023,"2,149,915,332",Watchlist
737,FWCT,Wijaya Cahaya Timber Tbk.,01 Feb 2023,"1,875,000,000",Development
738,NAYZ,Hassana Boga Sejahtera Tbk.,06 Feb 2023,"2,550,001,100",Acceleration
739,IRSX,Aviana Sinar Abadi Tbk.,07 Feb 2023,"5,000,335,343",Development
740,PACK,Solusi Kemasan Digital Tbk.,08 Feb 2023,"1,537,547,551",Acceleration
741,VAST,Vastland Indonesia Tbk.,08 Feb 2023,"3,055,703,081",Development
742,CHIP,Pelita Teknologi Global Tbk.,08 Feb 2023,"806,000,000",Acceleration
743,HALO,Haloni Jane Tbk.,08 Feb 2023,"5,650,003,050",Development
744,KING,Hoffmen Cleanindo Tbk.,16 Feb 2023,"2,600,001,320",Acceleration
745,PGEO,Pertamina Geothermal Energy Tbk.,24 Feb 2023,"41,396,142,000",Main
746,FUTR,Lini Imaji Kreasi Ekosistem Tbk.,27 Feb 2023,"6,390,000,900",Development
747,HILL,Hillcon Tbk.,01 Mar 2023,"2,948,300,000",Main
748,BDKR,Berdikari Pondasi Perkasa Tbk.,03 Mar 2023,"4,707,101,651",Development
749,PTMP,Mitra Pack Tbk.,06 Mar 2023,"3,169,200,000",Development
750,SAGE,Saptausaha Gemilangindah Tbk.,08 Mar 2023,"8,033,250,000",Development
751,TRON,Teknologi Karya Digital Nusa Tbk.,08 Mar 2023,"2,950,000,000",Development
752,CUAN,Petrindo Jaya Kreasi Tbk.,08 Mar 2023,"11,241,890,000",Watchlist
753,NSSS,Nusantara Sawit Sejahtera Tbk.,10 Mar 2023,"23,788,235,300",Development
754,GTRA,Grahaprima Suksesmandiri Tbk.,30 Mar 2023,"1,894,375,000",Development
755,HAJJ,Arsy Buana Travelindo Tbk.,05 Apr 2023,"2,290,500,000",Acceleration
756,PIPA,Multi Makmur Lemindo Tbk.,10 Apr 2023,"3,425,000,000",Development
757,NCKL,Trimegah Bangun Persada Tbk.,12 Apr 2023,"63,098,600,000",Main
758,MENN,Menn Teknologi Indonesia Tbk.,18 Apr 2023,"1,434,000,000",Acceleration
759,AWAN,Era Digital Media Tbk.,18 Apr 2023,"3,435,000,000",Development
760,MBMA,Merdeka Battery Materials Tbk.,18 Apr 2023,"107,995,419,900",Development
761,RAAM,Tripar Multivision Plus Tbk.,08 May 2023,"6,194,200,000",Main
762,DOOH,Era Media Sejahtera Tbk.,08 May 2023,"7,737,500,000",Development
763,JATI,Informasi Teknologi Indonesia Tbk.,08 May 2023,"3,262,500,000",Development
764,TYRE,King Tire Indonesia Tbk.,08 May 2023,"3,478,020,000",Development
765,MPXL,MPX Logistics International Tbk.,09 May 2023,"2,000,000,000",Development
766,SMIL,Sarana Mitra Luas Tbk.,12 May 2023,"8,750,000,000",Main
767,KLAS,Pelayaran Kurnia Lautan Semesta Tbk.,12 Jun 2023,"2,165,000,000",Development
768,MAXI,Maxindo Karya Anugerah Tbk.,12 Jun 2023,"9,610,000,000",Development
769,VKTR,VKTR Teknologi Mobilitas Tbk.,19 Jun 2023,"43,750,000,000",Development
770,RELF,Graha Mitra Asia Tbk.,22 Jun 2023,"5,727,800,000",Acceleration
771,AMMN,Amman Mineral Internasional Tbk.,07 Jul 2023,"71,915,881,656",Main
772,CRSN,Carsurin Tbk.,10 Jul 2023,"2,892,000,000",Development
773,GRPM,Graha Prima Mentari Tbk.,10 Jul 2023,"1,545,000,000",Acceleration
774,WIDI,Widiant Jaya Krenindo Tbk.,10 Jul 2023,"1,600,000,000",Acceleration
775,SLIS,Gaya Abadi Sempurna Tbk.,07 Oct 2019,"2,463,335,050",Development
776,PURE,Trinitan Metals and Minerals Tbk.,09 Oct 2019,"1,375,181,505",Watchlist
777,IRRA,Itama Ranoraya Tbk.,15 Oct 2019,"1,600,000,000",Development
778,DMMX,Digital Mediatama Maxima Tbk.,21 Oct 2019,"7,692,307,700",Development
779,SINI,Singaraja Putra Tbk.,08 Nov 2019,"481,000,000",Development
780,WOWS,Ginting Jaya Energi Tbk.,08 Nov 2019,"2,475,720,000",Watchlist
781,SOFA,Boston Furniture Industries Tbk.,07 Jul 2020,"1,653,574,499",Acceleration
782,PPGL,Prima Globalindo Logistik Tbk.,20 Jul 2020,"771,178,020",Acceleration
783,TOYS,Sunindo Adipersada Tbk.,06 Agt 2020,"1,435,000,712",Development
784,SGER,Sumber Global Energy Tbk.,10 Agt 2020,"4,107,613,345",Development
785,TRJA,Transkon Jaya Tbk.,27 Agt 2020,"1,510,200,000",Main
786,PNGO,Pinago Utama Tbk.,31 Agt 2020,"781,250,000",Development
787,POOL,Pool Advista Indonesia Tbk.,20 May 1991,"2,341,366,264",Watchlist
788,PPRO,PP Properti Tbk.,19 May 2015,"61,675,671,883",Watchlist
789,PRAS,Prima Alloy Steel Universal Tbk.,12 Jul 1990,"701,043,478",Main
790,PSAB,J Resources Asia Pasifik Tbk.,22 Apr 2003,"26,460,000,000",Development
791,MCOL,Prima Andalan Mandiri Tbk.,07 Sep 2021,"3,555,560,000",Main
792,RSGK,Kedoya Adyaraya Tbk.,08 Sep 2021,"929,675,000",Main
793,RUNS,Global Sukses Solusi Tbk.,08 Sep 2021,"983,557,875",Acceleration
794,SBMA,Surya Biru Murni Acetylene Tbk.,08 Sep 2021,"929,926,282",Development
795,CMNT,Cemindo Gemilang Tbk.,08 Sep 2021,"17,125,504,000",Main
796,GTSI,GTS Internasional Tbk.,08 Sep 2021,"15,819,142,767",Main
797,IDEA,Idea Indonesia Akademi Tbk.,09 Sep 2021,"1,062,437,500",Acceleration
798,POSA,Bliss Properti Indonesia Tbk.,10 May 2019,"8,388,870,206",Watchlist
799,JAST,Jasnita Telekomindo Tbk.,16 May 2019,"1,082,575,543",Development
800,FITT,Hotel Fitra International Tbk.,11 Jun 2019,"726,130,199",Development
801,BOLA,Bali Bintang Sejahtera Tbk.,17 Jun 2019,"6,000,000,000",Development
802,CCSI,Communication Cable Systems Indonesia Tbk.,18 Jun 2019,"1,199,999,998",Development
803,SFAN,Surya Fajar Capital Tbk.,19 Jun 2019,"1,359,934,021",Development
804,POLU,Golden Flower Tbk.,26 Jun 2019,"750,000,000",Development
805,RODA,Pikko Land Development Tbk.,22 Oct 2001,"13,592,128,209",Development
806,ROTI,Nippon Indosari Corpindo Tbk.,28 Jun 2010,"6,186,488,888",Main
807,RUIS,Radiant Utama Interinsco Tbk.,12 Jul 2006,"770,000,000",Development
808,SAFE,Steady Safe Tbk.,15 Agt 1994,"615,145,012",Watchlist
809,SAME,Sarana Meditama Metropolitan Tbk.,11 Jan 2013,"17,138,382,545",Main
810,SCCO,Supreme Cable Manufacturing & Commerce Tbk.,20 Jul 1982,"205,583,400",Main
811,RONY,Aesler Grup Internasional Tbk.,09 Apr 2020,"1,250,000,000",Watchlist
812,CSMI,Cipta Selera Murni Tbk.,09 Apr 2020,"816,061,500",Watchlist
813,BBSS,Bumi Benowo Sukses Sejahtera Tbk.,15 Apr 2020,"4,800,016,020",Development
814,BHAT,Bhakti Multi Artha Tbk.,15 Apr 2020,"5,000,000,000",Development
815,CASH,Cashlez Worldwide Indonesia Tbk.,04 May 2020,"1,431,125,517",Acceleration
816,TECH,Indosterling Technomedia Tbk.,04 Jun 2020,"1,256,300,000",Development
817,SMGR,Semen Indonesia (Persero) Tbk.,08 Jul 1991,"6,751,540,089",Main
818,SMMA,Sinarmas Multiartha Tbk.,05 Jul 1995,"6,367,664,717",Main
819,SMMT,Golden Eagle Energy Tbk.,01 Dec 1997,"3,150,000,000",Main
820,SMRA,Summarecon Agung Tbk.,07 May 1990,"16,508,568,358",Main
821,SMRU,SMR Utama Tbk.,10 Oct 2011,"12,499,385,782",Watchlist
822,SMSM,Selamat Sempurna Tbk.,09 Sep 1996,"5,758,675,440",Main
823,SOCI,Soechi Lines Tbk.,03 Dec 2014,"7,059,000,000",Main
824,SSIA,Surya Semesta Internusa Tbk.,27 Mar 1997,"4,705,249,440",Main
825,SSMS,Sawit Sumbermas Sarana Tbk.,12 Dec 2013,"9,525,000,000",Main
826,SSTM,Sunson Textile Manufacture Tbk.,20 Agt 1997,"1,170,909,181",Watchlist
827,STAR,Buana Artha Anugerah Tbk.,13 Jul 2011,"4,800,000,602",Main
828,STTP,Siantar Top Tbk.,16 Dec 1996,"1,310,000,000",Development
829,SUGI,Sugih Energy Tbk.,19 Jun 2002,"24,811,541,414",Watchlist
830,SULI,SLJ Global Tbk.,21 Mar 1994,"4,076,916,802",Development
831,TBLA,Tunas Baru Lampung Tbk.,14 Feb 2000,"6,025,373,372",Main
832,TBMS,Tembaga Mulia Semanan Tbk.,23 May 1990,"367,340,000",Development
833,TCID,Mandom Indonesia Tbk.,30 Sep 1993,"402,133,334",Main
834,TELE,Omni Inovasi Indonesia Tbk.,12 Jan 2012,"7,310,929,389",Watchlist
835,TFCO,Tifico Fiber Indonesia Tbk.,26 Feb 1980,"4,823,076,400",Watchlist
836,TGKA,Tigaraksa Satria Tbk.,11 Jun 1990,"918,492,750",Development
837,TIFA,KDB Tifa Finance Tbk.,08 Jul 2011,"3,552,213,000",Watchlist
838,TINS,Timah Tbk.,19 Oct 1995,"7,447,753,454",Main
839,TSPC,Tempo Scan Pacific Tbk.,17 Jun 1994,"4,509,864,300",Main
840,ULTJ,Ultra Jaya Milk Industry & Trading Company Tbk.,02 Jul 1990,"11,553,528,000",Main
841,UNIC,Unggul Indah Cahaya Tbk.,06 Nov 1989,"383,331,363",Main
842,UNIT,Nusantara Inti Corpora Tbk.,18 Apr 2002,"75,422,200",Watchlist
843,UNSP,Bakrie Sumatera Plantations Tbk.,06 Mar 1990,"2,500,162,344",Watchlist
844,UNTR,United Tractors Tbk.,19 Sep 1989,"3,730,135,136",Main
845,TRUE,Triniti Dinamik Tbk.,10 Jun 2021,"7,570,891,905",Watchlist
846,LABA,Ladangbaja Murni Tbk.,10 Jun 2021,"1,011,320,535",Development
847,ARCI,Archi Indonesia Tbk.,28 Jun 2021,"24,835,000,000",Main
848,IPAC,Era Graharealty Tbk.,30 Jun 2021,"949,868,500",Acceleration
849,MASB,Bank Multiarta Sentosa Tbk.,30 Jun 2021,"1,387,737,233",Development
850,BMHS,Bundamedik Tbk.,06 Jul 2021,"8,603,416,176",Main
851,FLMC,Falmaco Nonwoven Industri Tbk.,08 Jul 2021,"781,250,000",Watchlist
852,IMJS,Indomobil Multi Jasa Tbk.,10 Dec 2013,"8,654,325,000",Main
853,IMPC,Impack Pratama Industri Tbk.,17 Dec 2014,"54,268,500,000",Development
854,INAF,Indofarma Tbk.,17 Apr 2001,"3,099,267,500",Watchlist
855,INAI,Indal Aluminium Industry Tbk.,05 Dec 1994,"633,600,000",Development
856,INCI,Intanwijaya Internasional Tbk.,24 Jul 1990,"207,656,617",Main
857,INCO,Vale Indonesia Tbk.,16 May 1990,"9,936,338,720",Main
858,INDF,Indofood Sukses Makmur Tbk.,14 Jul 1994,"8,780,426,500",Main
859,DEWI,Dewi Shri Farmindo Tbk.,18 Jul 2022,"2,000,000,000",Development
860,AXIO,Tera Data Indonusa Tbk.,20 Jul 2022,"5,840,126,500",Development
861,KRYA,Bangun Karya Perkasa Jaya Tbk.,25 Jul 2022,"1,663,943,474",Development
862,HATM,Habco Trans Maritima Tbk.,26 Jul 2022,"7,000,000,000",Development
863,RCCC,Utama Radar Cahaya Tbk.,02 Agt 2022,"750,000,000",Acceleration
864,GULA,Aman Agrindo Tbk.,03 Agt 2022,"1,070,362,500",Development
865,JARR,Jhonlin Agro Raya Tbk.,04 Agt 2022,"8,000,000,000",Development
866,TGUK,Platinum Wahab Nusantara Tbk.,10 Jul 2023,"3,571,429,000",Development
867,INET,Sinergi Inti Andalan Prima Tbk.,24 Jul 2023,"7,500,000,000",Development
868,MAHA,Mandiri Herindo Adiperkasa Tbk.,25 Jul 2023,"16,666,000,000",Main
869,RMKO,Royaltama Mulia Kontraktorindo Tbk.,31 Jul 2023,"1,250,000,000",Development
870,CNMA,Nusantara Sejahtera Raya Tbk.,02 Agt 2023,"83,345,000,000",Main
871,FOLK,Multi Garam Utama Tbk.,07 Agt 2023,"3,948,133,300",Development
872,HBAT,Minahasa Membangun Hebat Tbk.,07 Agt 2023,"1,040,740,800",Acceleration
873,GRIA,Ingria Pratama Capitalindo Tbk.,08 Agt 2023,"7,375,720,674",Development
874,PPRI,Paperocks Indonesia Tbk.,08 Agt 2023,"1,075,000,000",Development
875,ERAL,Sinar Eka Selaras Tbk.,08 Agt 2023,"5,187,500,000",Main
876,CYBR,ITSEC Asia Tbk.,08 Agt 2023,"6,449,574,702",Development
877,MUTU,Mutuagung Lestari Tbk.,09 Agt 2023,"3,142,857,200",Development
878,LMAX,Lupromax Pelumas Indonesia Tbk.,09 Agt 2023,"650,000,000",Acceleration
879,ASRI,Alam Sutera Realty Tbk.,18 Dec 2007,"19,649,411,888",Main
880,ASRM,Asuransi Ramayana Tbk.,19 Mar 1990,"304,283,840",Watchlist
881,ASSA,Adi Sarana Armada Tbk.,12 Nov 2012,"3,691,137,517",Main
882,ATIC,Anabatic Technologies Tbk.,08 Jul 2015,"2,315,361,355",Main
883,AUTO,Astra Otoparts Tbk.,15 Jun 1998,"4,819,733,000",Main
884,BABP,Bank MNC Internasional Tbk.,15 Jul 2002,"33,421,497,343",Development
885,BACA,Bank Capital Indonesia Tbk.,04 Oct 2007,"19,753,494,636",Development
886,HUMI,Humpuss Maritim Internasional Tbk.,09 Agt 2023,"18,046,450,000",Main
887,MSIE,Multisarana Intan Eduka Tbk.,10 Agt 2023,"1,460,000,000",Acceleration
888,RSCH,Charlie Hospital Semarang Tbk.,28 Agt 2023,"2,650,000,000",Development